date,cumulative_cases,adjusted_cumulative_cases,recoveries,deaths_daily,cumulative_deaths,active_cases,week_label,week_no,cumulative_tests,tests_daily,cases_daily,adjusted_cases_daily,perc_positive,test_thousand,weekly_tests,weekly_cases,tests_per_case,seven_day_tests,seven_day_positives,seven_day_average,case_fatality_rate,fatalities_seven_days,fatalities_seven_days_average,public_tests,private_tests,new_public_tests,new_private_tests,7_day_weekly_average,community_sceen_and_test,passive_case_finding,vaccinated_total,vaccinated_daily,non_sisonke_vaccination_total,vaccinated_sisonke,j_and_j,pfizer,vaccinations_7_day_average,fourteen_day_deaths_change,fourteen_day_cases_change,pk
14-02-2021,1491807,0,1388321,78,47899,55587,12-18 Feb,50,8697066,24470,1744,0,7.1%,71,,,,201255,15672,7.79%,3.2%,1609,10.3%,3795785,4901281,12790,11680,2239,,,0,0,,,0,0,,-51.0,-59.6,347
15-02-2021,1492909,0,1391155,195,48094,53660,12-18 Feb,50,8712844,15778,1102,0,7.0%,70,,,,201434,15398,7.64%,3.2%,1621,10.5%,3804202,4908642,8417,7361,2200,,,0,0,,,0,0,,-48.5,-56.5,348
16-02-2021,1494119,0,1396951,219,48313,48855,12-18 Feb,50,8737330,24486,1210,0,4.9%,49,,,,199061,14866,7.47%,3.2%,1444,9.7%,3814076,4923254,9874,14612,2124,,,0,0,,,0,0,,-48.3,-54.1,349
17-02-2021,1496439,0,1399829,165,48478,48132,12-18 Feb,50,8772743,35413,2320,0,6.6%,66,,,,199279,14027,7.04%,3.2%,1333,9.5%,3829191,4943552,15115,20298,2004,,,0,0,,,0,0,,-46.7,-51.6,350
18-02-2021,1498766,0,1403214,230,48708,46844,12-18 Feb,50,8807299,34556,2327,0,6.7%,67,201570,13866,15,201570,13866,6.88%,3.2%,1326,9.6%,3845243,4962056,16052,18504,1981,,,2260,2260,,2260,2260,0,,-41.6,-47.8,351
19-02-2021,1500677,0,1406907,151,48859,44911,19-25 Feb,51,8838937,31638,1911,0,6.0%,60,,,,197490,12996,6.58%,3.3%,1189,9.1%,3859930,4979007,14687,16951,1857,,,6524,4264,,6524,6524,0,,-46.7,-46.9,352
20-02-2021,1502367,0,1409553,81,48940,43874,19-25 Feb,51,8867659,28722,1690,0,5.9%,59,,,,195063,12304,6.31%,3.3%,1119,9.1%,3873044,4994615,13114,15608,1758,,,10414,3890,,10414,10414,0,,-47.4,-45.0,353
21-02-2021,1503796,0,1412015,113,49053,42728,19-25 Feb,51,8892515,24856,1429,0,5.7%,57,,,,195449,11989,6.13%,3.3%,1154,9.6%,3884346,5008169,11302,13554,1713,,,15388,4974,,15388,15388,0,,-44.4,-43.5,354
22-02-2021,1504588,0,1413566,97,49150,41872,19-25 Feb,51,8907857,15342,792,0,5.2%,52,,,,195013,11679,5.99%,3.3%,1056,9.0%,3891925,5015932,7579,7763,1668,,,23059,7671,,23059,23059,0,,-45.1,-42.5,355
23-02-2021,1505586,0,1419459,263,49413,36714,19-25 Feb,51,8932950,25093,998,0,4.0%,40,,,,195620,11467,5.86%,3.3%,1100,9.6%,3900926,5032024,9001,16092,1638,,,32315,9256,,32315,32315,0,,-38.9,-40.9,356
24-02-2021,1507448,0,1422622,110,49523,35303,19-25 Feb,51,8967460,34510,1862,0,5.4%,54,,,,194717,11009,5.65%,3.3%,1045,9.5%,3915283,5052177,14357,16092,1573,,,41809,9494,,41809,41809,0,5973,-41.2,-39.3,357
25-02-2021,1509124,0,1424401,144,49667,35056,19-25 Feb,51,8999322,31862,1676,0,5.3%,53,192023,10358,19,192023,10358,5.39%,3.3%,959,9.3%,3929707,5069615,14424,17438,1480,,,52647,10838,,52647,52647,0,7198,-45.8,-39.7,358
26-02-2021,1510778,0,1426417,117,49784,34577,26 Feb-4 Mar,52,9028074,28752,1654,0,5.8%,58,,,,189137,10101,5.34%,3.3%,925,9.2%,3943539,5084535,13832,14920,1443,,,63648,11001,,63648,63648,0,8161,-43.6,-38.3,359
27-02-2021,1512225,0,1429047,157,49941,33237,26 Feb-4 Mar,52,9054643,26569,1447,0,5.4%,54,,,,186984,9858,5.27%,3.3%,1001,10.2%,3955940,5098703,12401,14168,1408,,,67303,3655,,67303,67303,0,8127,-37.8,-37.1,360
28-02-2021,1513393,0,1430259,52,49993,33141,26 Feb-4 Mar,52,9077479,22836,1168,0,5.1%,51,,,,184964,9597,5.19%,3.3%,940,9.8%,3966304,5111175,10364,12472,1371,,,70527,3224,,70527,70527,0,7877,-42.0,-37.7,361
01-03-2021,1513959,0,1431336,84,50077,32546,26 Feb-4 Mar,52,9090273,12794,566,0,4.4%,44,,,,182416,9371,5.14%,3.3%,927,9.9%,3972394,5117879,6090,6704,1339,,,73047,2520,,73047,73047,0,7141,-35.8,-37.0,362
02-03-2021,1514815,0,1433320,194,50271,31224,26 Feb-4 Mar,52,9114026,23753,856,0,3.6%,36,,,,181076,9229,5.10%,3.3%,858,9.3%,3980691,5133335,8297,15456,1318,,,76037,2990,,76037,76037,0,6246,-35.6,-34.2,363
03-03-2021,1516262,0,1434772,95,50366,31124,26 Feb-4 Mar,52,9147524,33498,1447,0,4.3%,43,,,,180064,8814,4.89%,3.3%,843,9.6%,3993914,5153610,13223,20275,1259,,,83570,7533,,83570,83570,0,5966,-36.4,-36.4,364
04-03-2021,1517666,0,1436010,96,50462,31194,26 Feb-4 Mar,52,9178323,30799,1404,0,4.6%,46,179001,8542,21,179001,8542,4.77%,3.3%,795,9.3%,4008182,5170141,14268,16531,1220,,,92029,8459,,92029,92029,0,5626,-33.1,-34.3,365
05-03-2021,1518979,0,1437050,104,50566,31363,5-11 Mar,53,9207347,29024,1313,0,4.5%,45,,,,179273,8201,4.57%,3.3%,782,9.5%,4022264,5185083,14082,14942,1172,,,100180,8151,,100180,100180,0,5219,-30.1,-33.3,366
06-03-2021,1520206,0,1439515,81,50647,30044,5-11 Mar,53,9236503,29156,1227,0,4.2%,42,,,,181860,7981,4.39%,3.3%,706,8.8%,4036487,5200016,14223,14933,1140,,,101573,1393,,101573,101573,0,4896,-38.8,-33.4,367
07-03-2021,1521068,0,1440874,31,50678,29516,5-11 Mar,53,9255492,18989,862,0,4.5%,45,,,,178013,7675,4.31%,3.3%,685,8.9%,4048154,5207338,11667,7322,1096,,,101841,268,,101841,101841,0,4473,-35.1,-34.3,368
08-03-2021,1521706,0,1442045,125,50803,28858,5-11 Mar,53,9269122,13630,638,0,4.7%,47,,,,178849,7747,4.33%,3.3%,726,9.4%,4055950,5213172,7796,5834,1107,,,107054,5213,,107054,107054,0,4858,-34.0,-32.4,369
09-03-2021,1522697,0,1444282,103,50906,27509,5-11 Mar,53,9299884,30762,991,0,3.2%,32,,,,185858,7882,4.24%,3.3%,635,8.1%,4064838,5235046,8888,21874,1126,,,118247,11193,,118247,118247,0,6030,-39.2,-28.4,370
10-03-2021,1524174,0,1445979,109,51015,27180,5-11 Mar,53,9336101,36217,1477,0,4.1%,41,,,,188577,7912,4.20%,3.3%,649,8.2%,4078529,5257572,13691,22526,1130,,,128887,10640,,128887,128887,0,6474,-32.3,-23.6,371
11-03-2021,1525648,0,1447503,95,51110,27035,5-11 Mar,53,9369594,33493,1474,0,4.4%,44,191271,7982,24,191271,7982,4.17%,3.4%,648,8.1%,4094291,5275303,15762,17731,1140,,,138014,9127,,138014,138014,0,6569,-29.9,-21.0,372
12-03-2021,1526873,0,1449654,69,51179,26040,12-18 Mar,54,9393727,24133,1225,0,5.1%,51,,,,186380,7894,4.24%,3.4%,613,7.8%,4104386,5289341,10095,14038,1128,,,145215,7201,,145215,145215,0,6434,-38.8,-19.9,373
13-03-2021,1528414,0,1452988,82,51261,24165,12-18 Mar,54,9426589,32862,1541,0,4.7%,47,,,,190086,8208,4.32%,3.4%,614,7.5%,4121514,5305075,17128,15734,1173,,,145544,329,,145544,145544,0,6282,-34.7,-14.5,374
14-03-2021,1529420,0,1454290,65,51326,23804,12-18 Mar,54,9450492,23903,1006,0,4.2%,42,,,,195000,8352,4.28%,3.4%,648,7.8%,4134737,5315755,13223,10680,1193,,,145544,0,,145544,145544,0,6243,-30.1,-10.9,375
15-03-2021,1530033,0,1455325,95,51421,23287,12-18 Mar,54,9465515,15023,613,0,4.1%,41,,,,196393,8327,4.24%,3.4%,618,7.4%,4142414,5323101,7677,7346,1190,,,147753,2209,,147753,147753,0,5814,-28.0,-9.8,376
16-03-2021,1530966,0,1458001,139,51560,21405,12-18 Mar,54,9490435,24920,933,0,3.7%,37,,,,190551,8269,4.34%,3.4%,654,7.9%,4152522,5337913,10108,14812,1181,,,157286,9533,,157286,157286,0,5577,-22.4,-6.2,377
17-03-2021,1532497,0,1459056,74,51634,21807,12-18 Mar,54,9524854,34419,1531,0,4.4%,44,,,,188753,8323,4.41%,3.4%,619,7.4%,4167927,5356927,15405,19014,1189,,,168413,11127,,168413,168413,0,5647,-22.1,-2.6,378
18-03-2021,1533961,0,1459894,90,51724,22343,12-18 Mar,54,9556404,31550,1464,0,4.6%,46,186810,8313,22,186810,8313,4.45%,3.4%,614,7.4%,4183368,5373036,15441,16109,1188,,,177275,8862,,177275,177275,0,5609,-21.5,1.4,379
19-03-2021,1535423,0,1461196,311,52035,22192,19-25 Mar,55,9584923,28519,1462,0,5.1%,51,,,,191196,8550,4.47%,3.4%,856,10.0%,4196790,5388133,13422,15097,1221,,,182983,5708,,182983,182983,0,5395,21.2,7.1,380
20-03-2021,1536801,0,1462110,47,52082,22609,19-25 Mar,55,9611262,26339,1378,0,5.2%,52,,,,184673,8387,4.54%,3.4%,821,9.8%,4211176,5400086,14386,11953,1198,,,182983,0,,182983,182983,0,5348,19.9,9.3,381
21-03-2021,1537852,0,1463089,29,52111,22652,19-25 Mar,55,9635287,24025,1051,0,4.4%,44,,,,184795,8432,4.56%,3.4%,785,9.3%,4224798,5410489,13622,10403,1205,,,182983,0,,182983,182983,0,5348,8.1,8.8,382
22-03-2021,1538451,0,1463953,85,52196,22302,19-25 Mar,55,9649219,13932,599,0,4.3%,43,,,,183704,8418,4.58%,3.4%,775,9.2%,4231781,5417438,6983,6949,1203,,,182983,0,,182983,182983,0,5033,22.0,6.8,383
23-03-2021,1538961,0,1465204,55,52251,21506,19-25 Mar,55,9665664,16445,510,0,3.1%,31,,,,175229,7995,4.56%,3.4%,691,8.6%,4239241,5426423,7460,8985,1142,,,194257,11274,,194257,194257,0,5282,6.5,1.0,384
24-03-2021,1540009,0,1466595,121,52372,21042,19-25 Mar,55,9690819,25155,1048,0,4.2%,42,,,,165965,7512,4.53%,3.4%,738,9.8%,4249963,5440856,10722,14433,1073,,,207808,13551,,207808,207808,0,5628,13.9,-5.9,385
25-03-2021,1541563,0,1467254,163,52535,21774,19-25 Mar,55,9722821,32002,1554,0,4.9%,49,166417,7602,22,166417,7602,4.57%,3.4%,811,10.7%,4263887,5458934,13924,18078,1086,,,220129,12321,,220129,220129,0,6122,32.3,-3.7,386
26-03-2021,1543079,0,1469565,67,52602,20912,26 Mar-1 Apr,56,9752061,29240,1516,0,5.2%,52,,,,167138,7656,4.58%,3.4%,567,7.4%,4277294,5474767,13407,15833,1094,,,231002,10873,,231002,231002,0,6860,-7.7,-6.7,387
27-03-2021,1544466,0,1471164,46,52648,20654,26 Mar-1 Apr,56,9779614,27553,1387,0,5.0%,50,,,,168352,7665,4.55%,3.4%,566,7.4%,4290080,5489534,12786,14767,1095,,,231605,603,,231605,231605,0,6946,-12.7,-8.2,388
28-03-2021,1545431,0,1471899,15,52663,20869,26 Mar-1 Apr,56,9803871,24257,965,0,4.0%,40,,,,168584,7579,4.50%,3.4%,552,7.3%,4301458,5502413,11377,12879,1083,,,231605,0,,231605,231605,0,6946,-10.7,-9.0,389
29-03-2021,1545979,0,1472645,47,52710,20624,26 Mar-1 Apr,56,9819994,16123,548,0,3.4%,34,,,,170775,7528,4.41%,3.4%,514,6.8%,4308573,5511419,7117,9006,1075,,,239665,8060,,239665,239665,0,8097,-21.4,-9.0,390
30-03-2021,1546735,0,1473588,78,52788,20359,26 Mar-1 Apr,56,9844835,24841,756,0,3.0%,30,,,,179171,7774,4.34%,3.4%,537,6.9%,4317756,5527079,9183,15659,1111,,,251707,12042,,251707,251707,0,8207,-13.2,-6.6,391
31-03-2021,1548157,0,1474319,58,52846,20992,26 Mar-1 Apr,56,9879348,34513,1422,0,4.1%,41,,,,188529,8148,4.32%,3.4%,474,5.8%,4330538,5548810,12782,21731,1164,,,263878,12171,,263878,263878,0,8010,-22.8,-2.0,392
01-04-2021,1549451,0,1474826,51,52897,21728,26 Mar-1 Apr,56,9912073,32725,1294,0,4.0%,40,189252,7888,24,189252,7888,4.17%,3.4%,362,4.6%,4345066,5567007,14528,18197,1127,,,269102,5224,,269102,269102,0,6996,-57.7,-7.7,393
02-04-2021,1550724,0,1475398,49,52946,22380,2-8 Apr,57,9939695,27622,1273,0,4.6%,46,,,,187634,7645,4.07%,3.4%,344,4.5%,4357943,5581752,12877,14745,1092,,,269102,0,,269102,269102,0,5443,-58.1,-8.8,394
03-04-2021,1551501,0,1476605,8,52954,21942,2-8 Apr,57,9956086,16391,777,0,4.7%,47,,,,176472,7035,3.99%,3.4%,306,4.3%,4366556,5589530,8613,7778,1005,,,269102,0,,269102,269102,0,5357,-61.0,-16.6,395
04-04-2021,1551964,0,1477363,33,52987,21614,2-8 Apr,57,9968203,12117,463,0,3.8%,38,,,,164332,6533,3.98%,3.4%,324,5.0%,4371787,5596416,5231,6886,933,,,269102,0,,269102,269102,0,5357,-58.2,-22.4,396
05-04-2021,1552416,0,1478088,8,52995,21333,2-8 Apr,57,9979294,11091,452,0,4.1%,41,,,,159300,6437,4.04%,3.4%,285,4.4%,4374872,5604422,3085,8006,920,,,269102,0,,269102,269102,0,4205,-58.8,-19.5,397
06-04-2021,1552853,0,1478820,37,53032,21001,2-8 Apr,57,9995431,16137,437,0,2.7%,27,,,,150596,6118,4.06%,3.4%,244,4.0%,4381991,5613440,7119,9018,874,,,272438,3336,,272438,272438,0,2962,-66.9,-18.6,398
07-04-2021,1553609,0,1479821,79,53111,20677,2-8 Apr,57,10020025,24594,756,0,3.1%,31,,,,140677,5452,3.88%,3.4%,265,4.9%,4391338,5628687,9347,15247,779,,,278909,6471,,278909,278909,0,2147,-67.3,-28.3,399
08-04-2021,1554975,0,1480632,62,53173,21170,2-8 Apr,57,10055899,35874,1366,0,3.8%,38,143826,5524,26,143826,5524,3.84%,3.4%,276,5.0%,4404438,5651461,13100,22774,789,,,283629,4720,,283629,283629,0,2075,-51.3,-27.8,400
09-04-2021,1556242,0,1481637,53,53226,21379,9-15 Apr,58,10086459,30560,1267,0,4.1%,41,,,,146764,5518,3.76%,3.4%,280,5.1%,4418838,5667621,14400,16160,788,,,288368,4739,,288368,288368,0,2752,-50.5,-28.0,401
10-04-2021,1557527,0,1482682,30,53256,21589,9-15 Apr,58,10115923,29464,1285,0,4.4%,44,,,,159837,6026,3.77%,3.4%,302,5.0%,4433220,5682703,14382,15082,861,,,288406,38,,288406,288406,0,2758,-45.3,-20.5,402
11-04-2021,1558458,0,1483296,66,53322,21840,9-15 Apr,58,10138936,23013,931,0,4.0%,40,,,,170733,6494,3.80%,3.4%,335,5.2%,4442998,5695938,9778,13235,928,,,288406,0,,288406,288406,0,2758,-34.8,-13.7,403
12-04-2021,1559113,0,1484356,34,53356,21401,9-15 Apr,58,10154978,16042,655,0,4.1%,41,,,,175684,6697,3.81%,3.4%,361,5.4%,4450881,5704097,7883,8159,957,,,289787,1381,,289787,289787,0,2955,-32.8,-13.9,404
13-04-2021,1559960,0,1485315,67,53423,21222,9-15 Apr,58,10181143,26165,847,0,3.2%,32,,,,185712,7107,3.83%,3.4%,391,5.5%,4460861,5720282,9980,16185,1015,,,292623,2836,,292623,292623,0,2884,-17.5,-12.8,405
14-04-2021,1561559,0,1486873,75,53498,21188,9-15 Apr,58,10216114,34971,1599,0,4.6%,46,,,,196089,7950,4.05%,3.4%,387,4.9%,4475307,5740807,14446,20525,1136,,,292623,0,,292623,292623,0,1959,6.9,0.8,406
15-04-2021,1562931,0,1488060,73,53571,21300,9-15 Apr,58,10259664,43550,1372,0,3.2%,32,203765,7956,26,203765,7956,3.90%,3.4%,398,5.0%,4489924,5769740,14617,28933,1137,,,292623,0,,292623,292623,0,1285,15.7,4.1,407
16-04-2021,1564355,0,1488572,92,53663,22120,16-22 Apr,59,10291264,31600,1424,0,4.5%,45,,,,204805,8113,3.96%,3.4%,437,5.4%,4504678,5786586,14754,16846,1159,,,292623,0,,292623,292623,0,608,42.8,15.3,408
17-04-2021,1565680,0,1489457,48,53711,22512,16-22 Apr,59,10305641,14377,1325,0,9.2%,92,,,,189718,8153,4.30%,3.4%,455,5.6%,4510052,5795589,5374,9003,1165,,,292623,0,,292623,292623,0,602,40.4,24.8,409
18-04-2021,1566769,0,1490143,25,53736,22890,16-22 Apr,59,10337066,31425,1089,0,3.5%,35,,,,198130,8311,4.19%,3.4%,414,5.0%,4528803,5808263,18751,12674,1187,,,292623,0,,292623,292623,0,602,45.3,29.1,410
19-04-2021,1567513,0,1490876,21,53757,22880,16-22 Apr,59,10355196,18130,744,0,4.1%,41,,,,200218,8400,4.20%,3.4%,401,4.8%,4537028,5818168,8225,9905,1200,,,292623,0,,292623,292623,0,405,64.3,37.3,411
20-04-2021,1568366,0,1494630,130,53887,19849,16-22 Apr,59,10379089,23893,853,0,3.6%,36,,,,197946,8406,4.25%,3.4%,464,5.5%,4556907,5822182,9616,14277,1201,,,292623,0,,292623,292623,0,0,75.1,54.2,412
21-04-2021,1569935,0,1495864,53,53940,20131,16-22 Apr,59,10413180,34091,1569,0,4.6%,46,,,,197066,8376,4.25%,3.4%,442,5.3%,4569817,5843363,12910,21181,1197,,,292623,0,,292623,292623,0,0,60.1,51.6,413
22-04-2021,1571348,0,1496756,55,53995,20597,16-22 Apr,59,10447673,34493,1413,0,4.1%,41,188009,8417,22,188009,8417,4.48%,3.4%,424,5.0%,4586163,5861510,16346,18147,1202,,,292623,0,,292623,292623,0,0,51.4,52.5,414
23-04-2021,1572985,0,1499110,71,54066,19809,23-29 Apr,60,10481576,33903,1637,0,4.8%,48,,,,190312,8630,4.53%,3.4%,403,4.7%,4601113,5880463,14950,18953,1233,,,292623,0,,292623,292623,0,0,33.4,43.2,415
24-04-2021,1574370,0,1500360,59,54125,19885,23-29 Apr,60,10508510,26934,1385,0,5.1%,51,,,,202869,8690,4.28%,3.4%,414,4.8%,4613836,5894674,12723,14211,1241,,,292623,0,,292623,292623,0,0,23.6,33.8,416
25-04-2021,1575471,0,1501185,23,54148,20138,23-29 Apr,60,10530979,22469,1101,0,4.9%,49,,,,193913,8702,4.49%,3.4%,412,4.7%,4625622,5905357,11786,10683,1243,,,292623,0,,292623,292623,0,0,14.1,29.9,417
26-04-2021,1576320,0,1501880,38,54186,20254,23-29 Apr,60,10545817,14838,849,0,5.7%,57,,,,190621,8807,4.62%,3.4%,429,4.9%,4632601,5913216,6979,7859,1258,,,292623,0,,292623,292623,0,0,9.7,23.9,418
27-04-2021,1577200,0,1502986,51,54237,19977,23-29 Apr,60,10567593,21776,880,0,4.0%,40,,,,188504,8834,4.69%,3.4%,350,4.0%,4640705,5926888,8104,13672,1262,,,292623,0,,292623,292623,0,0,-9.6,11.1,419
28-04-2021,1578450,0,1503611,48,54285,20554,23-29 Apr,60,10590107,22514,1250,0,5.6%,56,,,,176927,8515,4.81%,3.4%,345,4.1%,4648927,5941180,8222,14292,1216,,,298153,5530,,298153,298153,0,790,-13.3,7.0,420
29-04-2021,1579536,0,1504426,46,54331,20779,23-29 Apr,60,10625030,34923,1086,0,3.1%,31,177357,8188,22,177357,8188,4.62%,3.4%,336,4.1%,4670481,5954549,9787,13350,1170,,,307591,9438,,307591,307591,0,2138,-23.1,0.9,421
30-04-2021,1581210,0,1505620,19,54350,21240,30 Apr-6 May,61,10654870,29840,1674,0,5.6%,56,,,,173294,8225,4.75%,3.4%,284,3.5%,4682429,5972441,11948,17892,1175,,,317656,10065,,317656,317656,0,3576,-37.6,0.9,422
01-05-2021,1582842,0,1506732,56,54406,21704,30 Apr-6 May,61,10682827,27957,1632,0,5.8%,58,,,,174317,8472,4.86%,3.4%,281,3.3%,4697015,5985812,12040,15917,1210,,,318670,1014,,318670,318670,0,3721,-32.1,1.9,423
02-05-2021,1584064,0,1507778,11,54417,21869,30 Apr-6 May,61,10699021,16194,1222,0,7.5%,75,,,,168042,8593,5.11%,3.4%,269,3.1%,4705719,5993302,8704,7490,1228,,,318670,0,,318670,318670,0,3721,-32.9,2.3,424
03-05-2021,1584961,0,1508558,35,54452,21951,30 Apr-6 May,61,10715773,16752,897,0,5.4%,54,,,,169956,8641,5.08%,3.4%,266,3.1%,4712994,6002779,7275,9477,1234,,,329098,10428,,329098,329098,0,5211,-42.7,2.8,425
04-05-2021,1586148,0,1509656,59,54511,21981,30 Apr-6 May,61,10739813,24040,1187,0,4.9%,49,,,,172220,8948,5.20%,3.4%,274,3.1%,4721772,6018041,8778,15262,1278,,,339655,10557,,339655,339655,0,6719,-38.0,6.8,426
05-05-2021,1588221,0,1510385,46,54557,23279,30 Apr-6 May,61,10773227,33414,2073,0,6.2%,62,,,,183120,9771,5.34%,3.4%,272,2.8%,4733855,6039372,12083,21331,1396,,,353181,13526,,353181,353181,0,7861,-35.8,16.1,427
06-05-2021,1590370,0,1511905,63,54620,23845,30 Apr-6 May,61,10805804,32577,2149,0,6.6%,66,180774,10834,17,180774,10834,5.99%,3.4%,289,2.7%,4747377,6058427,13522,19055,1548,,,366101,12920,,366101,366101,0,8359,-28.3,25.5,428
07-05-2021,1592626,0,1513202,67,54687,24737,7-13 May,62,10831738,25934,2256,0,8.7%,87,,,,176868,11416,6.45%,3.4%,337,3.0%,4760121,6071617,12744,13190,1631,,,381171,15070,,381171,381171,0,9074,-18.6,31.4,429
08-05-2021,1594817,0,1514088,37,54724,26005,7-13 May,62,10861611,29873,2191,0,7.3%,73,,,,178784,11975,6.70%,3.4%,318,2.7%,4772064,6089547,11943,17930,1711,,,382480,1309,,382480,382480,0,9116,-22.8,37.6,430
09-05-2021,1596595,0,1516256,11,54735,25604,7-13 May,62,10887709,26098,1778,0,6.8%,68,,,,188688,12531,6.64%,3.4%,318,2.5%,4783063,6104646,10999,15099,1790,,,382480,0,,382480,382480,0,9116,-25.9,42.3,431
10-05-2021,1597724,0,1517350,90,54825,25549,7-13 May,62,10906020,18311,1129,0,6.2%,62,,,,190247,12763,6.71%,3.4%,373,2.9%,4791753,6114267,8690,9621,1823,,,395230,12750,,395230,395230,0,9447,6.6,44.5,432
11-05-2021,1599272,0,1519258,71,54896,25118,7-13 May,62,10931906,25886,1548,0,6.0%,60,,,,192093,13124,6.83%,3.4%,385,2.9%,4800342,6131564,8589,17486,1875,,,414372,19142,,414372,414372,0,10674,11.6,54.1,433
12-05-2021,1602031,0,1519734,72,54968,27329,7-13 May,62,10968926,37020,2759,0,7.5%,75,,,,195699,13810,7.06%,3.4%,411,3.0%,4814199,6154727,13857,23163,1973,,,430730,16358,,430730,430730,0,11078,22.3,68.7,434
13-05-2021,1605252,0,1520878,44,55012,29362,7-13 May,62,11010999,42073,3221,0,7.7%,77,205195,14882,14,205195,14882,7.25%,3.4%,392,2.6%,4827679,6183320,13480,28593,2126,,,455169,24439,,455169,455169,0,12724,38.0,80.9,435
14-05-2021,1608393,0,1522165,112,55124,31104,14-20 May,63,11052993,41994,3141,0,7.5%,75,,,,221255,15767,7.13%,3.4%,437,2.8%,4842137,6210856,14458,27536,2252,,,474318,19149,,474318,474318,0,13307,55.5,86.1,436
15-05-2021,1611143,0,1523243,59,55183,32717,14-20 May,63,11087505,34512,2750,0,8.0%,80,,,,225894,16326,7.23%,3.4%,459,2.8%,4856240,6231265,14103,20409,2332,,,479768,5450,,479768,479768,0,13898,70.6,90.0,437
16-05-2021,1613728,0,1524352,27,55210,34166,14-20 May,63,11115048,27543,2585,0,9.4%,94,,,,227339,17133,7.54%,3.4%,475,2.8%,4867812,6247236,11572,15971,2448,,,479768,0,,479768,479768,0,13898,78.6,98.3,438
17-05-2021,1615485,0,1526638,50,55260,33587,14-20 May,63,11134553,19505,1757,0,9.0%,90,,,,228533,17761,7.77%,3.4%,435,2.4%,4875867,6258686,8055,11450,2537,,,494234,14466,14466,479768,479768,14466,14143,58.8,98.5,439
18-05-2021,1617840,0,1527968,80,55340,34532,14-20 May,63,11166950,32397,2355,0,7.3%,73,,,,235044,18568,7.90%,3.4%,444,2.4%,4886394,6280556,10527,21870,2653,,,530899,36665,51131,479768,479768,51131,16647,63.2,90.0,440
19-05-2021,1621362,0,1528868,167,55507,36987,14-20 May,63,11207305,40355,3522,0,8.7%,87,,,,238379,19331,8.11%,3.4%,539,2.8%,4900038,6307267,13644,26711,2762,,,574148,43249,94380,479768,479768,94380,20488,86.5,78.4,441
20-05-2021,1625003,0,1531993,61,55568,37442,14-20 May,63,11246917,39612,3641,0,9.2%,92,235918,19751,12,235918,19751,8.37%,3.4%,556,2.8%,4914534,6332383,14496,25116,2822,,,621461,47313,141693,479768,479768,141693,23756,65.0,73.0,442
21-05-2021,1628335,0,1534350,151,55719,38266,21-27 May,64,11281820,34903,3332,0,9.5%,95,,,,228827,19942,8.71%,3.4%,595,3.0%,4927391,6354429,12857,22046,2849,,,671490,50029,191722,479768,479768,191722,28167,87.1,66.5,443
22-05-2021,1632571,0,1537430,53,55772,39369,21-27 May,64,11325572,43752,4236,0,9.7%,97,,,,238067,21428,9.00%,3.4%,589,2.7%,4927391,6354429,12857,22046,3061,,,675970,4480,196202,479768,479768,196202,28029,85.2,71.0,444
23-05-2021,1635465,0,1539395,30,55802,40268,21-27 May,64,11354930,29358,2894,0,9.9%,99,,,,239882,21737,9.06%,3.4%,592,2.7%,4957444,6397486,12782,16573,3105,,,678748,2778,198980,479768,479768,198980,28426,58.7,70.3,445
24-05-2021,1637848,0,1541250,72,55874,40724,21-27 May,64,11378282,23352,2383,0,10.2%,102,,,,243729,22363,9.18%,3.4%,614,2.7%,4968516,6409766,11072,12280,3195,,,734236,55488,254468,479768,479768,254468,34286,59.5,70.4,446
25-05-2021,1640932,0,1543951,102,55976,41005,21-27 May,64,11406308,28026,3084,0,11.0%,110,,,,239358,23092,9.65%,3.4%,636,2.8%,4983172,6423136,14656,13370,3299,,,802651,68415,322883,479768,479768,322883,38822,54.7,67.2,447
26-05-2021,1645555,0,1546583,101,56077,42895,21-27 May,64,11452185,45877,4623,0,10.1%,101,,,,244880,24193,9.88%,3.4%,570,2.4%,5002264,6449921,19092,26785,3456,,,876467,73816,396699,479768,479768,396699,43188,45.4,62.6,448
27-05-2021,1649977,0,1548092,93,56170,45715,21-27 May,64,11495627,43442,4422,0,10.2%,102,248710,24974,10,248710,24974,10.04%,3.4%,602,2.4%,5022115,6473512,19851,23591,3568,,,952271,75804,472503,479768,479768,472503,47259,37.8,58.4,449
28-05-2021,1654551,0,1551520,123,56293,46738,28May-3 June,65,11535429,39802,4574,0,11.5%,115,,,,253609,26216,10.34%,3.4%,574,2.2%,5039884,6495545,17769,22033,3745,,,1021093,68822,541325,479768,479768,541325,49943,25.1,60.6,450
29-05-2021,1659070,0,1554184,70,56363,48523,28May-3 June,65,11575047,39618,4519,0,11.4%,114,,,,249475,26499,10.62%,3.4%,591,2.2%,5057593,6517454,17709,21909,3786,,,1024486,3393,544718,479768,479768,544718,49788,24.4,54.7,451
30-05-2021,1662825,0,1556874,76,56439,49512,28May-3 June,65,11606570,31523,3755,0,11.9%,119,,,,251640,27360,10.87%,3.4%,637,2.3%,5071587,6534983,13994,17529,3909,,,1026218,1732,546450,479768,479768,546450,49639,46.4,54.0,452
